env;exploration_strategy;smart_start;num_iter;num_episodes;max_steps;mean;std;steps
Hard;model-based;False;10;1000;2500;6322.5;164.508510418;[6385, 6570, 6386, 6071, 6134, 6479, 6188, 6159, 6503, 6350]
Hard;model-based;False;10;1000;25000;6204.8;174.651538785;[6412, 6024, 6054, 6328, 6256, 6026, 5933, 6293, 6246, 6476]
Hard;model-based;True;10;1000;10000;6095.3;275.868102542;[6181, 6058, 6536, 6064, 6353, 6128, 5677, 6341, 5597, 6018]
Hard;model-based;True;10;1000;1000;6068.3;549.907092153;[6809, 6209, 5187, 6627, 6733, 5359, 6180, 6148, 5438, 5993]
Hard;model-based;False;10;1000;100000;6187.8;258.822641977;[6390, 6457, 6539, 5945, 6245, 5773, 6131, 6307, 5780, 6311]
Hard;model-based;True;10;1000;5000;6166.9;314.984269448;[6039, 6030, 6301, 5944, 5400, 6223, 6403, 6375, 6419, 6535]
Hard;model-based;True;10;1000;50000;6200.3;244.521594138;[6303, 6101, 6222, 6564, 6136, 6046, 6371, 6529, 5699, 6032]
Hard;model-based;False;10;1000;10000;6175.1;227.33035433;[5887, 6082, 6187, 6215, 6573, 5878, 6245, 6121, 6552, 6011]
Hard;model-based;False;10;1000;1000;6635.0;164.431140603;[6784, 6747, 6397, 6748, 6557, 6466, 6361, 6824, 6705, 6761]
Hard;model-based;False;10;1000;250;8820.6;345.485223997;[8991, 8920, 8967, 8726, 7972, 8930, 8925, 9174, 9158, 8443]
Hard;model-based;True;10;1000;500;6060.2;517.317465392;[6435, 6677, 5664, 4938, 6180, 6364, 5784, 6188, 6690, 5682]
Extreme;model-based;True;10;1000;25000;17985.8;2797.42648876;[15987, 21214, 20635, 14758, 14179, 20928, 17019, 18481, 21633, 15024]
Extreme;model-based;False;10;1000;50000;18391.6;3286.67851181;[19499, 21599, 21424, 18500, 12387, 18621, 19082, 20858, 11915, 20031]
Extreme;model-based;True;10;1000;2500;19747.8;2040.87112773;[20935, 16987, 20332, 21903, 22135, 21065, 16720, 20548, 20284, 16569]
Extreme;model-based;False;10;1000;5000;21131.4;980.309461344;[21935, 21813, 19508, 21947, 21598, 21428, 21885, 19533, 19941, 21726]
Extreme;model-based;False;10;1000;25000;17476.8;2598.60384822;[18883, 13605, 15806, 14472, 21430, 17104, 15238, 21370, 19132, 17728]
Extreme;model-based;False;10;1000;500;26257.4;149.756602526;[26347, 26365, 25943, 26365, 26288, 26268, 26262, 26333, 26000, 26403]
Extreme;model-based;True;10;1000;10000;19228.0;2263.95799431;[15574, 19605, 17643, 16729, 21289, 21727, 21805, 16700, 21524, 19684]
Extreme;model-based;True;10;1000;100000;19293.4;1659.48336539;[16726, 16380, 21627, 18158, 19810, 19676, 20130, 19762, 21389, 19276]
Extreme;model-based;True;10;1000;50000;17195.5;3180.32228713;[19365, 12998, 21274, 21452, 19747, 12883, 15470, 16067, 13773, 18926]
Extreme;model-based;False;10;1000;2500;21965.3;210.922284266;[21596, 22208, 21943, 21847, 22130, 21670, 21984, 22027, 21942, 22306]
Extreme;model-based;True;10;1000;1000;22456.6;1797.15871308;[23294, 23255, 23874, 18675, 23719, 24258, 21749, 21883, 23982, 19877]
Extreme;model-based;False;10;1000;100000;19033.9;3221.86099793;[15745, 11032, 19989, 21888, 21153, 20308, 21645, 21531, 18849, 18199]
Extreme;model-based;False;10;1000;10000;19079.1;1719.07175243;[17344, 18699, 21762, 19000, 21686, 19909, 17217, 19484, 19431, 16259]
Extreme;model-based;True;10;1000;250;32866.3;3134.00976546;[36394, 32360, 39382, 31099, 33876, 28093, 32354, 31121, 29615, 34369]
Extreme;model-based;True;10;1000;5000;20528.6;914.636999033;[20584, 18898, 19398, 21731, 20673, 20594, 20407, 20372, 22231, 20398]
Extreme;model-based;False;10;1000;1000;23479.5;75.2107040254;[23516, 23504, 23414, 23363, 23567, 23471, 23514, 23349, 23523, 23574]
Extreme;model-based;False;10;1000;250;39041.6;289.431235357;[39240, 38743, 38488, 39483, 38995, 39240, 38998, 38749, 39247, 39233]
Extreme;model-based;True;10;1000;500;24818.7;1417.28247361;[25776, 24886, 21838, 22771, 24426, 25415, 26803, 25371, 24932, 25969]
